ticker,name,sector,industry,price_usd,change_pct,pe_ratio,div_yield_pct,mkt_cap_usd,52w_high,52w_low,52w_position,analyst_rating,beta,revenue_bn,profit_margin,price_to_book,debt_to_equity,roe_pct,earnings_growth
MTB,M&T Bankoration,Financial Services,Banks - Regional,251.5,-0.54,13.4,237.0,36450648064,255.95,174.76,94.5,Hold,0.57,9.5,32.1,1.43,,10.74,25.5
MRO,MRO,Other,,0.0,0.0,,0.0,0,,,,N/A,,,0.0,,,,0.0
MPC,Marathon Petroleumoration,Energy,Oil & Gas Refining & Marketing,366.21,2.24,12.4,112.0,106910113792,367.24,161.8,99.5,Buy,0.51,154.1,5.5,6.4,133.33,42.1,348.0
MKTX,"MarketAxess Holdings,",Financial Services,Capital Markets,162.57,0.01,19.2,192.0,5721308672,195.97,108.75,61.7,Hold,0.82,0.9,35.2,4.62,14.28,23.14,1.0
MAR,Marriott International,Consumer Cyclical,Lodging,357.33,0.21,36.9,82.0,93179617280,410.98,256.76,65.2,Buy,1.12,7.4,35.0,,,,4.3
MMC,MMC,Other,,0.0,0.0,,0.0,0,,,,N/A,,,0.0,,,,0.0
MLM,"Martin Marietta Materials,",Basic Materials,Building Materials,522.81,-2.94,35.0,62.0,31403022336,710.97,522.19,0.3,Buy,1.11,6.7,36.7,2.72,54.95,8.89,-23.2
MAS,Mascooration,Industrials,Building Products & Equipment,73.38,-0.74,17.0,173.0,14469612544,83.64,58.16,59.7,Buy,1.3,7.6,11.6,,,5862.5,24.5
MA,Mastercardorporated,Financial Services,Credit Services,574.31,2.14,31.0,62.0,503101259776,601.77,464.52,80.0,Buy,0.73,35.1,46.3,89.79,439.58,241.2,22.1
MTCH,"Match Group,",Communication Services,Internet Content & Information,38.69,3.95,13.2,215.0,8881327104,41.4,28.81,78.5,Buy,1.32,3.5,20.2,,,,50.4
MKC,"McCormick & Company,orporat",Consumer Defensive,Packaged Foods,55.28,2.48,9.2,356.0,14862113792,72.58,44.82,37.7,Buy,0.63,7.4,21.9,2.12,65.14,24.73,-14.2
MCD,McDonald'soration,Consumer Cyclical,Restaurants,266.99,0.55,21.5,280.0,188933210112,341.75,260.96,7.5,Buy,0.42,27.7,31.7,,,,5.7
MCK,McKessonoration,Healthcare,Medical Distribution,869.26,1.09,23.0,44.0,101347336192,999.0,673.38,60.2,Buy,0.31,411.0,1.1,,,,-17.6
MDT,Medtronic plc.,Healthcare,Medical Devices,92.09,1.64,24.7,318.0,117873426432,106.33,73.31,56.9,Buy,0.57,36.4,13.2,2.38,58.21,9.84,18.3
MRK,"Merck & Company,",Healthcare,Drug Manufacturers - General,135.17,-0.59,109.0,250.0,333487570944,137.98,77.58,95.3,Buy,0.21,66.6,4.8,7.96,128.41,6.96,5.1
META,"Meta Platforms,",Communication Services,Internet Content & Information,543.67,-4.45,21.4,37.0,1385002696704,790.8,520.26,8.7,Buy,1.24,228.2,29.8,5.3,43.0,29.85,-13.4
MET,"MetLife,",Financial Services,Insurance - Life,96.73,0.05,18.5,245.0,61469683712,100.93,67.33,87.5,Buy,0.76,79.4,4.6,2.25,179.93,13.09,5.8
MTD,"Mettler-Toledo International, I",Healthcare,Diagnostics & Research,1399.67,-1.25,31.9,0.0,28044572672,1525.17,1023.05,75.0,N/A,1.22,4.1,21.9,2186.98,16668.45,,18.3
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,43.32,-1.05,26.6,0.0,10898998272,51.59,29.19,63.1,Buy,1.3,17.8,2.4,4.34,893.31,18.92,519.4
MCHP,Microchip Technologyorporat,Technology,Semiconductors,78.19,-2.58,115.0,227.0,42457849856,105.91,48.52,51.7,Buy,1.74,5.1,9.3,6.58,83.69,7.19,38.0
MU,"Micron Technology,",Technology,Semiconductors,940.76,-7.02,21.3,5.0,1062487916544,1255.0,113.46,72.5,Buy,2.21,90.3,55.9,10.54,6.33,66.64,1368.5
MSFT,Microsoftoration,Technology,Software - Infrastructure,481.63,0.27,26.8,76.0,3576365580288,553.72,349.2,64.8,Buy,1.1,331.8,40.3,8.09,29.12,34.04,31.7
MAA,Mid-America Apartment Communiti,Real Estate,REIT - Residential,130.17,-0.72,38.3,467.0,15532748800,146.41,120.3,37.8,Hold,0.72,2.2,18.2,2.78,102.38,7.05,13.7
MRNA,"Moderna,",Healthcare,Biotechnology,62.96,-2.33,,0.0,25135892480,85.6,22.28,64.2,Hold,0.9,2.2,-141.4,3.72,19.04,-39.0,2.1
MHK,"Mohawk Industries,",Consumer Cyclical,"Furnishings, Fixtures & Appliances",132.87,-1.83,17.6,0.0,9000367104,143.13,92.99,79.5,Buy,1.18,11.2,4.2,1.05,27.6,5.51,37.6
MOH,Molina Healthcare,Healthcare,Healthcare Plans,203.61,0.27,,0.0,10628442112,244.89,121.06,66.7,N/A,0.75,42.5,-0.0,2.54,94.77,-0.16,-75.3
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,41.13,0.96,8.4,471.0,7668850688,54.82,38.04,18.4,Hold,0.43,11.1,-20.8,0.76,76.03,-19.47,-42.3
MDLZ,"Mondelez International,",Consumer Defensive,Confectioners,62.66,0.77,38.0,322.0,80433496064,66.65,51.2,74.2,Buy,0.4,39.7,8.9,3.01,82.64,13.34,144.9
MPWR,"Monolithic Power Systems,",Technology,Semiconductors,1333.18,-5.85,81.1,56.0,65516466176,1714.09,800.97,58.3,N/A,1.69,3.3,24.5,16.82,0.49,21.98,85.8
MNST,Monster Beverageoration,Consumer Defensive,Beverages - Non-Alcoholic,47.38,4.09,42.3,0.0,92819873792,50.17,30.485,85.8,Buy,0.52,9.2,23.1,9.91,0.99,25.7,18.0
MCO,Moody'soration,Financial Services,Financial Data & Stock Exchanges,485.79,1.81,30.3,86.0,84129595392,546.88,402.28,57.8,Buy,1.33,8.2,34.3,27.81,240.68,76.93,56.7
MS,Morgan Stanley,Financial Services,Capital Markets,217.55,-0.3,17.6,211.0,341988605952,232.25,141.03,83.9,Buy,1.21,77.8,25.9,3.21,517.28,17.97,62.4
MOS,Mosaic Company (The),Basic Materials,Agricultural Inputs,21.14,-0.42,12.6,415.0,6720313856,36.99,19.8,7.8,Buy,0.82,12.2,-5.2,0.59,52.25,-5.07,-6.0
MSI,"Motorola Solutions,",Technology,Communication Equipment,469.5,2.72,36.0,106.0,77699334144,493.57,359.36,82.1,Buy,0.87,12.2,17.4,29.08,357.85,91.57,9.5
MSCI,MSCI,Financial Services,Financial Data & Stock Exchanges,562.77,2.2,30.1,149.0,40913379328,644.77,501.08,42.9,Buy,1.22,3.3,40.7,,,,19.6
NDAQ,"Nasdaq,",Financial Services,Financial Data & Stock Exchanges,96.71,0.03,28.2,120.0,54058696704,101.79,76.55,79.9,Buy,0.97,5.6,35.0,4.53,77.69,16.52,14.1
NTAP,"NetApp,",Technology,Software - Infrastructure,204.71,0.25,32.1,102.0,40106766336,209.06,93.69,96.2,Buy,1.43,6.9,18.4,29.7,202.29,106.73,23.4
NFLX,"Netflix,",Communication Services,Entertainment,77.77,2.3,23.9,0.0,323829563392,126.71,65.08,20.6,Buy,1.51,48.4,28.2,10.74,55.24,49.54,11.1
NEM,Newmontoration,Basic Materials,Gold,115.98,-3.62,14.6,86.0,122207232000,134.88,67.69,71.9,Buy,0.5,25.8,33.4,3.48,15.81,25.91,11.4
NWSA,Newsoration,Communication Services,Entertainment,29.39,2.4,27.7,70.0,15875420160,31.61,22.2,76.4,Buy,0.91,9.0,6.3,1.87,31.56,7.98,-74.9
NWS,Newsoration,Communication Services,Entertainment,33.49,2.48,31.9,61.0,18090094592,35.31,25.49,81.5,Buy,0.91,9.0,6.3,2.15,31.56,7.98,-74.9
NEE,"NextEra Energy,",Utilities,Utilities - Regulated Electric,86.22,0.0,19.4,289.0,179820904448,98.75,69.24,57.5,Buy,0.65,28.7,32.4,3.15,161.68,11.68,53.1
NKE,"Nike,",Consumer Cyclical,Footwear & Accessories,40.06,2.48,18.6,420.0,59428962304,80.17,38.86,2.9,Hold,1.12,46.4,6.7,4.0,74.29,22.14,428.0
NI,NiSource,Utilities,Utilities - Regulated Gas,42.12,-0.59,22.4,283.0,20199071744,49.21,38.45,34.1,Buy,0.55,6.9,13.2,2.09,146.65,8.55,-58.4
NDSN,Nordsonoration,Industrials,Specialty Industrial Machinery,304.21,-1.81,33.1,106.0,16949956608,315.68,213.23,88.8,N/A,0.96,2.9,18.2,5.29,61.64,17.14,6.1
NSC,Norfolk Southernoration,Industrials,Railroads,338.91,-0.65,29.1,158.0,76122021888,358.6,268.23,78.2,Hold,1.27,12.5,21.0,4.68,105.52,16.98,-4.4
NTRS,Northern Trustoration,Financial Services,Asset Management,190.58,-0.46,16.4,171.0,34867687424,195.78,121.12,93.0,Hold,1.26,9.1,24.7,2.91,,17.07,98.6
NOC,Northrop Grummanoration,Industrials,Aerospace & Defense,589.14,3.32,18.1,165.0,83695009792,774.0,479.02,37.3,Buy,-0.11,42.9,10.5,4.68,95.35,26.96,-5.8
NCLH,Norwegian Cruise Line Holdings ,Consumer Cyclical,Travel Services,17.61,-3.14,11.0,0.0,8086298112,27.18,14.53,24.3,Buy,1.9,10.2,7.5,3.14,621.05,36.73,616.3
NRG,"NRG Energy,",Utilities,Utilities - Independent Power Producers,115.56,-5.57,31.8,155.0,24291921920,189.96,112.5,4.0,Buy,1.2,33.1,2.6,5.78,483.36,23.77,11.0
NUE,Nucororation,Basic Materials,Steel,264.19,-3.11,21.7,82.0,59938287616,280.11,131.32,89.3,N/A,1.89,36.1,8.0,2.71,30.51,14.55,93.8
NVDA,NVIDIAoration,Technology,Semiconductors,219.74,-2.34,34.5,44.0,5322322739200,236.54,164.07,76.8,Buy,2.21,253.5,63.0,27.23,6.55,114.29,214.5
NVR,"NVR,",Consumer Cyclical,Residential Construction,6248.37,-0.8,16.2,0.0,16651031552,8618.28,5501.01,24.0,N/A,0.91,9.6,11.8,4.93,32.15,31.54,-22.6
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,228.56,-1.79,45.4,174.0,57634643968,339.95,183.0,29.0,N/A,1.82,13.2,22.6,5.06,93.33,27.92,72.6
ORLY,"O'Reilly Automotive,",Consumer Cyclical,Auto Parts,90.76,0.59,28.8,0.0,73421283328,108.72,82.59,31.3,Buy,0.52,18.6,14.3,,,,10.3
OXY,Occidental Petroleumoratio,Energy,Oil & Gas E&P,59.8,1.29,17.6,190.0,59778314240,67.45,38.8,73.3,Buy,0.16,23.9,30.3,1.79,34.51,10.63,964.9
ODFL,"Old Dominion Freight Line,",Industrials,Trucking,208.0,-1.87,40.9,55.0,43130179584,252.03,126.01,65.1,Hold,1.18,5.6,19.4,9.49,0.44,24.82,32.3
OMC,Omnicom Group,Communication Services,Advertising Agencies,86.31,0.99,233.3,374.0,24598884352,88.55,66.33,89.9,Buy,0.66,22.4,1.7,2.45,107.74,6.05,58.8
ON,ON Semiconductororation,Technology,Semiconductors,79.42,-4.75,54.8,0.0,30919135232,134.92,44.56,38.6,Buy,2.02,6.2,10.2,4.28,65.06,8.31,36.6
OKE,"ONEOK,",Energy,Oil & Gas Midstream,97.07,1.84,16.8,449.0,61157285888,97.9,64.02,97.6,Buy,0.71,39.4,9.3,2.74,143.07,16.28,14.2
ORCL,Oracleoration,Technology,Software - Infrastructure,142.79,-2.63,25.1,136.0,411302428672,345.72,114.5,12.2,Buy,1.72,67.4,25.4,10.95,388.87,53.38,21.9
OTIS,Otis Worldwideoration,Industrials,Specialty Industrial Machinery,70.35,-0.3,18.1,249.0,26780088320,94.565,69.16,4.7,Buy,0.88,14.9,10.2,,,,13.0
PCAR,PACCAR,Industrials,Farm & Heavy Construction Machinery,128.02,-2.16,27.5,107.0,67385245696,139.24,92.25,76.1,Buy,0.98,27.8,9.0,3.32,72.91,12.76,4.2
PKG,Packagingoration of Americ,Consumer Cyclical,Packaging & Containers,250.3,-1.06,32.9,237.0,22301302784,259.98,191.5,85.9,Buy,0.81,9.5,7.3,4.75,94.47,14.89,-19.5
PANW,"Palo Alto Networks,",Technology,Software - Infrastructure,374.14,-0.43,322.5,0.0,304924098560,398.88,139.57,90.5,Buy,0.89,10.6,7.9,10.99,7.7,4.83,31.1
PH,Parker-Hannifinoration,Industrials,Specialty Industrial Machinery,1041.85,-1.13,37.0,76.0,131363102720,1099.94,715.37,84.9,Buy,1.13,21.5,17.0,8.53,55.28,25.08,19.3
PAYX,"Paychex,",Technology,Software - Application,119.93,1.17,24.2,402.0,42657042432,141.19,85.45,61.9,Hold,,4.0,26.6,11.42,123.97,,43.4
PAYC,"Paycom Software,",Technology,Software - Application,215.72,0.71,22.8,70.0,9722850304,234.6,104.9,85.4,Buy,0.72,2.1,22.8,12.1,171.97,41.09,48.1
PYPL,"PayPal Holdings,",Financial Services,Credit Services,60.43,-0.07,11.4,93.0,52090658816,79.215,38.46,53.9,Hold,1.3,34.1,14.4,2.63,71.75,24.5,-3.1
PNR,Pentair plc.,Industrials,Specialty Industrial Machinery,63.55,-0.86,16.5,165.0,10270031872,113.95,57.6,10.6,N/A,1.03,4.0,16.2,2.7,47.07,17.13,-11.1
PEP,"Pepsico,",Consumer Defensive,Beverages - Non-Alcoholic,140.13,1.37,18.1,428.0,191417581568,171.48,133.73,17.0,N/A,0.36,96.9,10.8,8.66,238.95,51.51,137.0
PFE,"Pfizer,",Healthcare,Drug Manufacturers - General,27.25,1.41,35.4,640.0,155316109312,28.75,23.58,71.0,Buy,0.28,63.7,6.8,1.82,74.25,5.01,2.6
PCG,Pacific Gas & Electric Co.,Utilities,Utilities - Regulated Electric,17.82,1.83,12.6,114.0,39246180352,19.16,14.3,72.4,Buy,0.28,25.8,11.8,1.21,189.45,9.32,39.8
PM,Philip Morris International,Consumer Defensive,Tobacco,187.62,1.68,25.3,319.0,292427038720,207.76,142.11,69.3,N/A,0.4,42.5,25.6,,,,-7.5
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,243.49,1.76,13.7,211.0,97157611520,243.6,121.24,99.9,Buy,0.69,152.2,4.7,3.08,62.88,23.45,344.9
PNW,Pinnacle West Capitalorati,Utilities,Utilities - Regulated Electric,100.15,-0.26,19.3,363.0,12137903104,111.16,85.32,57.4,Hold,0.44,5.6,11.5,1.73,233.29,9.37,-9.5
PXD,PXD,Other,,0.0,0.0,,0.0,0,,,,N/A,,,0.0,,,,0.0
PNC,"PNC Financial Services Group, I",Financial Services,Banks - Regional,254.28,-0.11,14.0,314.0,101457723392,258.96,176.88,94.3,Buy,0.9,24.3,31.4,1.59,,12.62,24.9
POOL,Pooloration,Industrials,Industrial Distribution,187.5,-1.56,17.5,273.0,6813890048,336.15,172.68,9.1,N/A,1.05,5.4,7.4,5.41,134.54,31.25,2.2
PPG,"PPG Industries,",Basic Materials,Specialty Chemicals,112.81,-0.56,16.3,261.0,25077661696,133.43,93.39,48.5,Buy,1.06,16.4,9.6,2.97,86.94,19.3,-1.5
PPL,PPLoration,Utilities,Utilities - Regulated Electric,35.62,-0.92,21.1,317.0,26805645312,40.11,33.17,35.3,Buy,0.59,9.4,13.5,1.78,135.43,8.63,21.2
PFG,Principal Financial Group,Financial Services,Asset Management,113.14,0.15,16.1,297.0,24223799296,116.61,77.34,91.2,Hold,0.88,15.7,9.9,2.0,35.31,12.95,2.8
PG,Procter & Gamble Company (The),Consumer Defensive,Household & Personal Products,143.45,0.23,21.6,304.0,334037516288,167.25,137.62,19.7,Buy,0.38,87.0,18.4,6.25,64.49,30.29,-15.5
PGR,Progressiveoration (The),Financial Services,Insurance - Property & Casualty,207.23,1.66,10.2,20.0,120477671424,254.93,189.2,27.4,Hold,0.26,91.0,12.8,3.51,24.43,34.94,5.0
PRU,"Prudential Financial,",Financial Services,Insurance - Life,124.54,-0.02,11.3,450.0,42966298624,127.72,91.89,91.1,Hold,0.83,65.2,6.0,1.35,163.89,12.01,89.2
PEG,Public Service Enterprise Group,Utilities,Utilities - Regulated Electric,75.6,-0.01,18.8,354.0,37673099264,87.63,74.2,10.4,Buy,0.53,12.5,16.0,2.17,142.41,11.83,-42.7
PTC,PTC,Technology,Software - Application,146.48,0.34,14.2,0.0,15893997568,217.64,108.5,34.8,Buy,0.99,3.0,41.4,4.67,46.34,35.05,-12.0
PSA,Public Storage,Real Estate,REIT - Industrial,323.1,-0.37,30.9,370.0,60337549312,335.55,256.54,84.2,Hold,0.94,4.9,41.6,11.72,109.63,21.93,45.1
PHM,"PulteGroup,",Consumer Cyclical,Residential Construction,126.05,-1.9,13.1,81.0,24010805248,144.5,108.49,48.8,Buy,1.21,16.4,11.6,1.82,19.07,14.9,-18.2
QRVO,"Qorvo,",Technology,Semiconductors,95.7,-0.35,22.2,0.0,8442463232,109.49,74.92,60.1,Hold,1.45,3.6,11.0,2.43,44.62,11.56,255.6
PWR,"Quanta Services,",Industrials,Engineering & Construction,696.15,-3.62,82.7,6.0,104661557248,788.75,363.01,78.2,Buy,1.22,32.9,4.0,10.85,67.78,15.34,94.7
QCOM,QUALCOMMorporated,Technology,Semiconductors,160.19,-1.23,18.5,227.0,168236974080,259.92,121.99,27.7,Hold,1.66,44.1,21.0,6.12,55.21,33.75,-23.0
DGX,Quest Diagnosticsorporated,Healthcare,Diagnostics & Research,236.25,0.31,25.1,146.0,26075705344,240.13,171.18,94.4,N/A,0.55,11.6,9.2,3.46,81.07,14.6,15.0
RL,Ralph Laurenoration,Consumer Cyclical,Apparel Manufacturing,378.25,-0.28,23.9,99.0,22536982528,421.6,283.5,68.6,Buy,1.37,8.4,11.8,8.0,110.37,37.54,21.6
RJF,"Raymond James Financial,",Financial Services,Asset Management,179.3,-0.1,15.6,120.0,34490454016,182.73,138.82,92.2,N/A,0.92,15.2,15.1,2.71,47.59,18.42,42.0
RTX,RTXoration,Industrials,Aerospace & Defense,225.49,1.74,39.1,132.0,303905964032,226.88,150.61,98.2,Buy,0.29,93.5,8.3,4.58,57.02,12.27,28.7
O,Realtyomeoration,Real Estate,REIT - Retail,62.21,-0.3,45.4,521.0,58864222208,67.94,55.86,52.6,Buy,0.72,6.1,20.9,1.49,74.72,3.23,69.2
REG,Regency Centersoration,Real Estate,REIT - Retail,76.19,-0.24,25.7,395.0,14244386816,83.66,66.86,55.5,Buy,0.82,1.7,33.0,2.09,71.97,8.19,8.9
REGN,"Regeneron Pharmaceuticals,",Healthcare,Biotechnology,810.24,0.65,20.0,47.0,83418251264,821.11,541.0,96.1,Buy,0.19,15.5,27.9,2.56,8.54,14.04,-4.5
RF,Regions Financialoration,Financial Services,Banks - Regional,31.7,0.0,12.9,345.0,27006167040,32.47,22.7,92.1,Hold,1.01,7.2,30.8,1.55,,11.87,8.5
RSG,"Republic Services,",Industrials,Waste Management,216.97,0.79,30.5,125.0,66439032832,238.62,196.41,48.7,Buy,0.4,16.9,12.9,5.58,118.8,18.15,5.1
RMD,ResMed,Healthcare,Medical Instruments & Supplies,219.98,-0.18,21.1,120.0,31732621312,293.81,180.27,35.0,Buy,0.75,5.7,26.9,4.83,12.54,24.27,2.4
RVTY,"Revvity,",Healthcare,Diagnostics & Research,113.75,-2.08,54.7,24.0,12692953088,118.34,81.22,87.6,Buy,1.07,2.9,8.2,1.76,46.23,3.21,1.2
ROK,"Rockwell Automation,",Industrials,Specialty Industrial Machinery,433.67,-2.46,40.6,124.0,48158478336,497.36,332.71,61.3,Buy,1.53,9.0,13.4,13.78,103.35,30.63,40.4
ROL,"Rollins,",Consumer Cyclical,Personal Services,36.32,0.83,32.7,203.0,17475201024,66.14,35.83,1.6,Hold,0.74,3.9,13.6,12.22,78.02,37.01,3.1
ROP,"Roper Technologies,",Technology,Software - Application,394.17,1.14,16.2,93.0,38983757824,544.94,305.96,36.9,Buy,0.74,8.3,30.2,2.08,60.53,13.07,233.0
ROST,"Ross Stores,",Consumer Cyclical,Apparel Retail,236.38,0.47,33.1,76.0,75826233344,257.0,143.39,81.9,Buy,0.88,23.8,9.7,12.04,74.91,38.98,37.4
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,300.0,-0.59,18.7,166.0,80235626496,366.5,232.1,50.5,Buy,1.78,18.7,23.5,7.84,224.82,44.67,-4.6
SPGI,S&P Global,Financial Services,Financial Data & Stock Exchanges,418.04,1.83,25.5,95.0,123238195200,529.4229,361.03122,33.9,Buy,1.07,16.1,30.5,3.91,42.98,14.26,17.7
CRM,"Salesforce,",Technology,Software - Application,196.14,2.71,22.1,92.0,160638664704,269.11,146.32,40.6,Buy,1.15,42.8,18.7,4.69,124.28,16.91,52.2
SBAC,SBA Communicationsoration,Real Estate,REIT - Specialty,181.4,-0.39,19.7,275.0,19244382208,225.33,162.41,30.2,Buy,0.98,2.9,34.5,,,,-10.5
SLB,SLB Limited,Energy,Oil & Gas Equipment & Services,53.21,-1.21,26.2,219.0,78971256832,58.82,31.64,79.4,Buy,0.75,36.4,8.5,3.03,47.0,12.91,-29.7
STX,Seagate Technology Holdings PLC,Technology,Computer Hardware,903.68,-9.16,71.4,30.0,205135364096,1145.0,152.5,75.7,Buy,2.1,12.2,26.1,185.18,179.88,371.53,148.8
SRE,DBA Sempra,Utilities,Utilities - Diversified,87.18,1.44,24.9,306.0,57007034368,101.04,78.97,37.2,Buy,0.58,13.6,16.8,1.77,84.66,6.68,71.3
NOW,"ServiceNow,",Technology,Software - Application,119.49,1.52,73.3,0.0,123536171008,194.726,81.24,33.7,Buy,0.93,14.7,11.3,9.87,67.54,14.24,-21.9
SHW,Sherwin-Williams Company (The),Basic Materials,Specialty Chemicals,345.27,-1.34,32.3,91.0,83817103360,379.65,289.86,61.7,Buy,1.09,24.4,11.0,21.62,389.96,65.12,14.3
SPG,"Simon Property Group,",Real Estate,REIT - Retail,220.61,-0.48,15.6,401.0,83748741120,238.5,172.09,73.1,Buy,1.33,6.9,66.6,14.85,503.5,120.51,-12.5
SWKS,"Skyworks Solutions,",Technology,Semiconductors,67.43,-0.44,35.1,413.0,10141874176,90.9,51.93,39.8,N/A,1.51,4.0,7.2,1.77,11.87,5.09,-68.6
SJM,The J.M. Smucker Company,Consumer Defensive,Packaged Foods,118.5,0.57,11.0,380.0,12665361408,127.65,88.25,76.8,Buy,0.25,9.1,-1.5,2.28,128.61,-2.39,5.8
SNA,Snap-Onorporated,Industrials,Tools & Accessories,395.71,-1.37,20.5,243.0,20468940800,423.02,319.2,73.7,N/A,0.72,5.3,19.6,3.39,21.59,17.93,5.1
SOLV,Solventumoration,Healthcare,Medical Instruments & Supplies,87.45,0.73,10.6,0.0,14886064128,90.0,62.38,90.8,Buy,0.67,8.3,17.3,3.05,110.31,33.96,3.9
SO,Southern Company (The),Utilities,Utilities - Regulated Electric,92.07,-0.24,22.2,329.0,105913925632,100.84,83.8,48.5,Hold,0.33,30.2,15.4,2.68,182.06,11.48,30.4
LUV,Southwest Airlines Company,Industrials,Airlines,42.49,-1.98,26.6,166.0,20786456576,55.11,29.26,51.2,Hold,1.14,30.1,2.8,2.94,97.28,11.1,20.5
SWK,"Stanley Black & Decker,",Industrials,Tools & Accessories,98.4,-1.19,24.4,337.0,14860037120,104.68,61.9,85.3,Buy,1.17,15.2,4.1,1.7,58.17,6.89,247.8
SBUX,Starbucksoration,Consumer Cyclical,Restaurants,106.01,-1.77,62.4,230.0,120851398656,110.51,77.99,86.2,Buy,0.97,38.3,5.2,,,,85.7
STT,State Streetoration,Financial Services,Asset Management,191.87,-0.61,17.0,191.0,52707024896,195.18,104.64,96.3,Buy,1.42,15.0,23.0,2.21,,12.44,-24.1
STLD,"Steel Dynamics,",Basic Materials,Steel,249.81,-3.23,23.4,82.0,35804790784,288.74,124.77,76.3,Buy,1.53,20.5,7.8,3.81,46.92,17.57,83.6
STE,STERIS plc (Ireland),Healthcare,Medical Devices,232.39,1.15,28.4,112.0,22658050048,269.44,195.14,50.1,Buy,0.91,6.0,13.3,3.14,28.31,11.39,14.0
SYK,Strykeroration,Healthcare,Medical Devices,331.37,-0.09,34.4,106.0,127104598016,396.86,281.0,43.5,Buy,0.77,25.8,14.4,5.53,64.39,16.51,44.1
SMCI,"Super Micro Computer,",Technology,Computer Hardware,37.41,-2.27,11.7,0.0,24199520256,58.78,19.48,45.6,Hold,1.97,39.1,5.7,2.24,64.31,21.47,409.4
SYF,Synchrony Financial,Financial Services,Credit Services,80.58,-0.21,8.3,168.0,26218383360,88.77,63.08,68.1,Buy,1.31,9.9,35.5,1.73,,20.79,3.6
SNPS,"Synopsys,",Technology,Software - Infrastructure,404.41,-2.13,94.3,0.0,77436157952,615.79,366.0,15.4,Buy,1.21,8.7,8.9,2.54,35.57,3.82,-96.0
SYY,Syscooration,Consumer Defensive,Food Distribution,81.96,0.13,22.4,269.0,39237554176,91.85,68.19,58.2,Buy,0.64,84.6,2.1,14.71,561.4,77.69,5.2
TMUS,"T-Mobile US,",Communication Services,Telecom Services,182.75,1.46,18.8,227.0,196030742528,261.56,165.66,17.8,Buy,0.33,92.2,11.5,3.49,214.03,17.99,5.3
TROW,"T. Rowe Price Group,",Financial Services,Asset Management,110.32,-0.13,11.1,471.0,23533004800,122.0,85.22,68.2,Hold,1.48,7.6,29.3,2.2,3.7,19.4,28.6
TTWO,"Take-Two Interactive Software, ",Communication Services,Electronic Gaming & Multimedia,242.4,0.33,23.5,0.0,45324058624,265.94,187.63,69.9,Buy,0.98,6.7,-4.8,12.8,81.61,-9.04,2.0
TPR,"Tapestry,",Consumer Cyclical,Luxury Goods,132.26,2.51,17.8,143.0,26371543040,164.8,93.0,54.7,Buy,1.46,8.0,19.1,39.21,571.61,197.13,8.9
TRGP,"Targa Resources,",Energy,Oil & Gas Midstream,297.77,7.13,28.5,180.0,63851122688,305.08,144.14,95.5,Buy,0.72,16.7,13.5,20.39,515.79,70.84,23.3
TGT,Targetoration,Consumer Defensive,Discount Stores,152.48,0.97,20.0,307.0,69255061504,156.47,83.44,94.5,Hold,0.97,106.4,3.2,4.22,117.55,22.02,-24.7
TEL,TE Connectivity plc,Technology,Electronic Components,204.97,-5.71,20.1,137.0,59429138432,252.56,190.27,23.6,N/A,1.16,19.3,15.6,4.49,43.44,23.29,19.2
TDY,Teledyne Technologiesorpora,Technology,Scientific & Technical Instruments,665.0,-1.81,32.8,0.0,30808875008,697.67,483.02,84.8,Buy,0.92,6.4,15.3,2.82,18.57,9.15,21.2
TFX,Teleflexorporated,Healthcare,Medical Instruments & Supplies,131.92,-0.86,12.0,102.0,5589766656,145.0,100.18,70.8,Hold,0.81,2.3,-45.8,1.92,101.1,-0.7,-17.3
TER,"Teradyne,",Technology,Semiconductor Equipment & Materials,404.29,-8.77,55.6,12.0,63207002112,487.91,106.3,78.1,Buy,1.79,4.5,25.8,18.4,2.88,36.46,385.8
TSLA,"Tesla,",Consumer Cyclical,Auto Manufacturers,336.87,-0.72,311.9,0.0,1330484084736,498.83,297.38,19.6,Buy,1.83,103.6,3.7,15.32,18.37,4.67,-3.0
TXN,Texas Instrumentsorporated,Technology,Semiconductors,272.24,-3.77,42.9,201.0,248622546944,334.03,152.73,65.9,Buy,1.32,19.5,31.1,13.8,78.04,35.18,51.8
TXT,Textron,Industrials,Aerospace & Defense,87.13,-0.59,16.5,9.0,15150946304,101.57,78.12,38.4,Buy,0.91,15.3,6.1,1.89,52.28,12.13,5.2
TMO,Thermo Fisher Scientific,Healthcare,Diagnostics & Research,589.04,0.6,31.6,32.0,217795936256,643.99,435.27,73.7,Buy,0.85,46.3,15.0,4.13,80.58,13.51,9.4
TJX,"TJX Companies, (The)",Consumer Cyclical,Apparel Retail,150.85,0.0,29.3,127.0,166644662272,170.0,134.75,45.7,Buy,0.62,61.6,9.4,16.02,136.31,61.25,29.3
